course,section,sectioncapacity,dow,startingtime,duration,room,firstname,lastname
COMP1103,1,50,Tuesday,13:00,1:30,O218,Mahsa,Amini Tareh
COMP1103,1,50,Thursday,13:00,1:30,O218,Mahsa,Amini Tareh
COMP1103,501,25,Thursday,15:00,1:00,E203,Mahsa,Amini Tareh
COMP1103,502,25,Thursday,16:00,1:00,E203,Mahsa,Amini Tareh
COMP1103,2,50,Monday,14:30,1:30,B219,Jim,Davis
COMP1103,2,50,Wednesday,14:30,1:30,B219,Jim,Davis
COMP1103,503,25,Friday,12:30,1:00,B162,Jim,Davis
COMP1103,504,25,Friday,13:30,1:00,B162,Jim,Davis
COMP1103,3,50,Monday,11:30,1:30,B101,Patrick,Perri
COMP1103,3,50,Wednesday,11:30,1:30,B101,Patrick,Perri
COMP1103,505,25,Monday,13:30,1:00,B162,Patrick,Perri
COMP1103,506,25,Monday,14:30,1:00,B162,Patrick,Perri
COMP1207,1,35,Monday,8:30,1:30,E203,Patrick,Perri
COMP1207,1,35,Wednesday,8:30,1:30,E203,Patrick,Perri
COMP1501,1,60,Monday,11:30,1:00,T107,Tyson,Kendon
COMP1501,1,60,Wednesday,11:30,1:00,T107,Tyson,Kendon
COMP1501,401,20,Thursday,11:30,1:00,B107,Tyson,Kendon
COMP1501,402,20,Thursday,12:30,1:00,B107,Tyson,Kendon
COMP1501,403,20,Thursday,14:30,1:00,B107,Ruben,Yumol
COMP1501,501,20,Tuesday,11:00,1:00,B107,Tyson,Kendon
COMP1501,502,20,Tuesday,12:00,1:00,B107,Tyson,Kendon
COMP1501,503,20,Tuesday,14:30,1:00,B107,Ruben,Yumol
COMP1501,2,40,Monday,14:30,1:00,Q306,Ruben,Yumol
COMP1501,2,40,Wednesday,14:30,1:00,Q306,Ruben,Yumol
COMP1501,404,20,Thursday,15:30,1:00,B107,Ruben,Yumol
COMP1501,405,20,Thursday,16:30,1:00,B107,Ruben,Yumol
COMP1501,406,20,Wednesday,10:30,1:00,B107,Tyson,Kendon
COMP1501,504,20,Tuesday,15:30,1:00,B107,Ruben,Yumol
COMP1501,505,20,Tuesday,16:30,1:00,B107,Ruben,Yumol
COMP1501,506,20,Tuesday,13:00,1:00,B107,Tyson,Kendon
COMP1502,1,30,Monday,14:30,1:30,E123,Tyson,Kendon
COMP1502,1,30,Wednesday,14:30,1:30,E123,Tyson,Kendon
COMP1502,401,30,Monday,16:00,1:00,B162,Tyson,Kendon
COMP1502,501,30,Wednesday,16:00,1:00,B162,Tyson,Kendon
COMP1615,1,35,Monday,10:00,1:30,E203,Jim,Davis
COMP1615,1,35,Wednesday,10:00,1:30,E203,Jim,Davis
COMP1615,401,35,Monday,13:30,1:00,E203,Jim,Davis
COMP1631,1,34,Monday,11:30,1:00,EA2062,Namrata,Khemka
COMP1631,1,34,Tuesday,11:30,1:00,EA2062,Namrata,Khemka
COMP1631,1,34,Thursday,11:30,1:00,EA2062,Namrata,Khemka
COMP1631,401,17,Wednesday,8:30,1:00,B107,Namrata,Khemka
COMP1631,401,17,Friday,8:30,1:00,B107,Namrata,Khemka
COMP1631,402,17,Wednesday,12:00,1:00,B107,Namrata,Khemka
COMP1631,402,17,Friday,12:00,1:00,B107,Namrata,Khemka
COMP1631,2,34,Monday,14:30,1:00,EA1048,Paul,Pospisil
COMP1631,2,34,Tuesday,14:30,1:00,EA1048,Paul,Pospisil
COMP1631,2,34,Thursday,14:30,1:00,EA1048,Paul,Pospisil
COMP1631,403,17,Wednesday,15:00,1:00,B107,Paul,Pospisil
COMP1631,403,17,Friday,15:00,1:00,B107,Paul,Pospisil
COMP1631,404,17,Wednesday,16:00,1:00,B107,Paul,Pospisil
COMP1631,404,17,Friday,16:00,1:00,B107,Paul,Pospisil
COMP2001,1,50,Monday,10:30,1:00,B219,Patrick,Perri
COMP2001,1,50,Wednesday,10:30,1:00,B219,Patrick,Perri
COMP2001,1,50,Friday,10:30,1:00,B219,Patrick,Perri
COMP2001,401,25,Tuesday,13:00,1:00,B162,Patrick,Perri
COMP2001,401,25,Thursday,13:00,1:00,B162,Patrick,Perri
COMP2001,402,25,Tuesday,11:00,1:00,B162,Patrick,Perri
COMP2001,402,25,Thursday,11:00,1:00,B162,Patrick,Perri
COMP2001,2,50,Monday,8:30,1:30,O226,Faith-Michael,Uzoka
COMP2001,2,50,Wednesday,8:30,1:30,O226,Faith-Michael,Uzoka
COMP2001,403,25,Wednesday,13:00,1:00,B162,Faith-Michael,Uzoka
COMP2001,403,25,Thursday,13:00,1:00,E203,Faith-Michael,Uzoka
COMP2001,404,25,Wednesday,14:00,1:00,B162,Faith-Michael,Uzoka
COMP2001,404,25,Thursday,14:00,1:00,E203,Faith-Michael,Uzoka
COMP2503,1,60,Monday,14:30,1:30,EB1102,Maryam,Elahi
COMP2503,1,60,Wednesday,14:30,1:30,EB1102,Maryam,Elahi
COMP2503,401,20,Tuesday,14:00,1:00,B162,Maryam,Elahi
COMP2503,402,20,Tuesday,15:00,1:00,B162,Maryam,Elahi
COMP2503,403,20,Tuesday,16:00,1:00,B162,Maryam,Elahi
COMP2511,1,40,Tuesday,10:00,1:30,T239,Khosro,Salmani
COMP2511,1,40,Thursday,10:00,1:30,T239,Khosro,Salmani
COMP2511,101,40,Tuesday,10:00,1:30,T239,Khosro,Salmani
COMP2511,101,40,Thursday,10:00,1:30,T239,Khosro,Salmani
COMP2511,501,20,Friday,10:00,1:00,B107,Khosro,Salmani
COMP2511,502,20,Friday,11:00,1:00,B107,Khosro,Salmani
COMP2521,1,60,Monday,8:30,1:30,EB1102,Shoba,Ittyipe
COMP2521,1,60,Wednesday,8:30,1:30,EB1102,Shoba,Ittyipe
COMP2521,401,20,Friday,9:00,1:00,E203,Shoba,Ittyipe
COMP2521,402,20,Friday,10:00,1:00,E203,Shoba,Ittyipe
COMP2521,403,20,Friday,11:00,1:00,E203,Shoba,Ittyipe
COMP2531,1,40,Tuesday,8:30,1:30,EB3130,Namrata,Khemka
COMP2531,1,40,Thursday,8:30,1:30,EB3130,Namrata,Khemka
COMP2531,501,20,Friday,9:00,1:00,B162,Namrata,Khemka
COMP2531,502,20,Friday,10:00,1:00,B162,Namrata,Khemka
COMP2541,1,40,Monday,10:00,1:30,T241,Shoba,Ittyipe
COMP2541,1,40,Wednesday,10:00,1:30,T241,Shoba,Ittyipe
COMP2541,401,20,Tuesday,10:00,1:00,E203,Shoba,Ittyipe
COMP2541,402,20,Tuesday,11:00,1:00,E203,Shoba,Ittyipe
COMP2613,1,25,Monday,13:00,1:30,T130,Marc,Schroeder
COMP2613,1,25,Wednesday,13:00,1:30,T130,Marc,Schroeder
COMP2613,401,25,Tuesday,12:30,1:00,E131,Marc,Schroeder
COMP2613,401,25,Thursday,12:30,1:00,E131,Marc,Schroeder
COMP2631,1,29,Monday,10:00,1:30,E131,Jason,Heard
COMP2631,1,29,Wednesday,10:00,1:30,E131,Jason,Heard
COMP2631,401,29,Tuesday,8:30,1:00,B162,Jason,Heard
COMP2631,401,29,Thursday,8:30,1:00,B162,Jason,Heard
COMP2655,1,25,Tuesday,10:30,1:00,E204,Paul,Pospisil
COMP2655,1,25,Thursday,10:30,1:00,E204,Paul,Pospisil
COMP2655,1,25,Friday,10:30,1:00,E204,Paul,Pospisil
COMP2655,401,25,Monday,11:30,1:00,E203,Paul,Pospisil
COMP2655,401,25,Wednesday,11:30,1:00,E203,Paul,Pospisil
COMP3309,1,40,Wednesday,10:00,1:30,EB3120,Randy,Connolly
COMP3309,1,40,Friday,10:00,1:30,EB3120,Randy,Connolly
COMP3504,1,30,Tuesday,16:00,1:30,E206,Yasaman,Amannejad
COMP3504,1,30,Thursday,16:00,1:30,E206,Yasaman,Amannejad
COMP3504,401,30,Tuesday,17:30,1:00,B162,Yasaman,Amannejad
COMP3512,1,40,Tuesday,13:00,1:30,T225,Randy,Connolly
COMP3512,1,40,Thursday,13:00,1:30,T225,Randy,Connolly
COMP3512,401,20,Wednesday,12:30,1:00,B215,Randy,Connolly
COMP3512,402,20,Wednesday,13:30,1:00,B215,Randy,Connolly
COMP3532,1,40,Tuesday,11:30,1:30,T235,Kalmar,Steve
